,sq_mt_built,n_rooms,n_bathrooms,n_floors,buy_price,is_renewal_needed,is_new_development,house_type_id_HouseType 1: Pisos,house_type_id_HouseType 2: Casa o chalet,house_type_id_HouseType 4: Dúplex,house_type_id_HouseType 5: Áticos
0,64.0,2,1.0,1.0,85000,False,False,1,0,0,0
1,70.0,3,1.0,1.0,129900,True,False,1,0,0,0
2,94.0,2,2.0,1.0,144247,False,False,1,0,0,0
3,64.0,2,1.0,1.0,109900,False,False,1,0,0,0
4,108.0,2,2.0,1.0,260000,False,False,1,0,0,0
5,126.0,4,2.0,1.0,195000,False,False,1,0,0,0
6,120.0,5,2.0,1.0,190000,False,False,1,0,0,0
7,125.0,3,2.0,1.0,198500,False,False,1,0,0,0
8,84.0,3,2.0,1.0,212000,False,False,1,0,0,0
9,85.0,2,1.0,1.0,131400,True,False,1,0,0,0
10,69.0,2,2.0,1.0,118000,True,False,1,0,0,0
11,122.0,3,2.0,1.0,246900,False,False,1,0,0,0
12,123.0,3,2.0,1.0,195000,False,False,1,0,0,0
13,109.0,3,2.0,1.0,205000,False,False,1,0,0,0
14,64.0,3,1.0,1.0,72000,False,False,1,0,0,0
15,115.0,3,1.0,1.0,160000,False,False,1,0,0,0
16,115.0,3,1.0,1.0,184900,False,False,1,0,0,0
17,65.0,3,1.0,1.0,90000,False,False,1,0,0,0
18,75.0,3,1.0,1.0,129900,True,False,1,0,0,0
19,60.0,2,1.0,1.0,94900,False,False,1,0,0,0
20,60.0,2,1.0,1.0,89900,False,False,1,0,0,0
21,95.0,4,2.0,1.0,144900,False,False,1,0,0,0
22,76.0,3,1.0,1.0,110000,True,False,1,0,0,0
23,51.0,2,1.0,1.0,93000,False,False,1,0,0,0
24,134.0,3,2.0,1.0,130000,False,False,1,0,0,0
26,75.0,3,1.0,1.0,138000,False,False,1,0,0,0
27,112.0,4,2.0,1.0,280000,False,False,1,0,0,0
28,65.0,3,1.0,1.0,150000,True,False,1,0,0,0
29,70.0,2,1.0,1.0,145900,False,False,1,0,0,0
31,123.0,3,2.0,1.0,298000,False,False,1,0,0,0
33,72.0,2,1.0,1.0,138000,False,False,1,0,0,0
34,61.0,3,1.0,1.0,100000,False,False,1,0,0,0
35,71.0,3,1.0,1.0,131400,True,False,1,0,0,0
36,87.0,3,1.0,1.0,96000,True,False,1,0,0,0
37,60.0,2,1.0,1.0,154000,False,False,1,0,0,0
40,125.0,3,3.0,1.0,275000,False,False,0,0,1,0
41,75.0,0,1.0,1.0,83800,False,False,0,0,0,0
42,97.0,2,2.0,1.0,266122,False,True,1,0,0,0
43,93.0,2,2.0,1.0,228273,False,True,1,0,0,0
44,103.0,4,2.0,1.0,171900,False,False,1,0,0,0
45,83.0,2,2.0,1.0,228273,False,False,0,0,0,1
46,45.0,2,1.0,1.0,85000,True,False,1,0,0,0
47,120.0,3,2.0,1.0,298000,False,False,1,0,0,0
48,74.0,3,1.0,1.0,139000,False,False,1,0,0,0
49,125.0,3,2.0,1.0,272500,False,False,0,0,1,0
50,126.0,4,2.0,1.0,275000,False,False,1,0,0,0
51,158.0,3,2.0,1.0,289000,False,False,0,0,0,1
52,65.0,2,1.0,1.0,115000,False,False,1,0,0,0
53,108.0,3,2.0,1.0,179000,False,False,1,0,0,0
54,62.0,2,1.0,1.0,123000,False,False,1,0,0,0
55,51.0,2,1.0,1.0,89500,True,False,1,0,0,0
56,112.0,3,2.0,1.0,289000,False,False,1,0,0,0
57,109.0,3,2.0,1.0,216278,False,True,1,0,0,0
58,107.0,3,2.0,1.0,207503,False,True,1,0,0,0
59,76.0,2,2.0,1.0,162793,False,True,1,0,0,0
60,105.0,3,2.0,1.0,204999,False,True,1,0,0,0
61,109.0,3,2.0,1.0,220879,False,True,1,0,0,0
62,108.0,3,2.0,1.0,218258,False,True,1,0,0,0
63,109.0,3,2.0,1.0,231855,False,True,1,0,0,0
64,76.0,2,2.0,1.0,163397,False,True,1,0,0,0
65,76.0,2,2.0,1.0,160759,False,True,1,0,0,0
66,108.0,3,2.0,1.0,217169,False,True,1,0,0,0
67,76.0,2,2.0,1.0,165208,False,True,1,0,0,0
68,109.0,3,2.0,1.0,219775,False,True,1,0,0,0
69,108.0,3,2.0,1.0,230817,False,True,1,0,0,0
70,108.0,3,2.0,1.0,213722,False,True,1,0,0,0
71,111.0,2,2.0,1.0,230749,False,True,0,0,0,1
72,115.0,3,2.0,1.0,233789,False,True,1,0,0,0
73,115.0,3,2.0,1.0,230789,False,True,1,0,0,0
74,117.0,3,2.0,1.0,244171,False,True,1,0,0,0
75,117.0,3,2.0,1.0,243468,False,True,1,0,0,0
76,117.0,3,2.0,1.0,244798,False,True,1,0,0,0
77,118.0,3,2.0,1.0,219235,False,True,1,0,0,0
78,115.0,3,2.0,1.0,242789,False,True,1,0,0,0
80,106.0,3,2.0,1.0,251569,False,True,1,0,0,0
81,103.0,3,2.0,1.0,235402,False,True,1,0,0,0
82,103.0,3,2.0,1.0,235172,False,True,1,0,0,0
83,103.0,3,2.0,1.0,236227,False,True,1,0,0,0
84,114.0,3,2.0,1.0,254710,False,True,1,0,0,0
85,150.0,2,1.0,2.0,159000,True,False,0,1,0,0
86,140.0,3,3.0,1.0,272500,False,False,0,0,1,0
87,58.0,3,1.0,1.0,85000,False,False,1,0,0,0
88,65.0,3,1.0,1.0,94000,False,False,1,0,0,0
89,110.0,4,2.0,1.0,175000,False,False,1,0,0,0
90,173.0,4,2.0,1.0,268000,False,False,1,0,0,0
91,75.0,2,1.0,1.0,156000,False,False,0,0,0,1
92,90.0,1,1.0,1.0,183159,False,True,0,0,0,1
93,125.0,3,2.0,1.0,210000,False,False,1,0,0,0
94,58.0,2,1.0,1.0,85000,False,False,1,0,0,0
95,92.0,3,1.0,1.0,159900,False,False,1,0,0,0
96,70.0,2,1.0,1.0,117000,False,False,1,0,0,0
97,54.0,2,1.0,1.0,110000,False,False,1,0,0,0
98,52.0,2,1.0,1.0,100000,False,False,1,0,0,0
99,108.0,3,1.0,1.0,140000,False,False,1,0,0,0
100,65.0,2,1.0,1.0,106500,False,False,1,0,0,0
101,102.0,3,2.0,1.0,127500,False,False,1,0,0,0
102,80.0,2,1.0,1.0,148000,False,False,1,0,0,0
103,108.0,2,1.0,1.0,205000,False,False,0,0,1,0
104,80.0,3,2.0,1.0,220000,False,False,1,0,0,0
105,16.0,3,1.0,1.0,114000,False,False,1,0,0,0
106,54.0,2,1.0,1.0,89900,False,False,1,0,0,0
107,70.0,2,2.0,1.0,210000,False,False,1,0,0,0
108,99.0,2,2.0,1.0,145000,False,False,1,0,0,0
110,64.0,3,1.0,1.0,104000,False,False,1,0,0,0
111,107.0,3,2.0,1.0,228629,False,True,1,0,0,0
112,76.0,2,2.0,1.0,169021,False,True,1,0,0,0
113,109.0,3,2.0,1.0,223022,False,True,1,0,0,0
114,108.0,3,2.0,1.0,220072,False,True,1,0,0,0
115,103.0,3,2.0,1.0,235718,False,True,1,0,0,0
116,103.0,3,2.0,1.0,245000,False,True,1,0,0,0
117,143.0,3,2.0,1.0,260000,False,True,1,0,0,0
118,99.0,3,2.0,1.0,235000,False,True,1,0,0,0
119,100.0,3,2.0,1.0,235000,False,True,1,0,0,0
120,176.0,2,2.0,1.0,265000,False,True,1,0,0,0
121,87.0,2,2.0,1.0,190000,False,True,1,0,0,0
122,106.0,3,2.0,1.0,256115,False,True,1,0,0,0
123,113.0,3,2.0,1.0,261989,False,True,1,0,0,0
124,115.0,3,2.0,1.0,273353,False,True,1,0,0,0
125,129.0,3,2.0,1.0,297621,False,True,1,0,0,0
126,115.0,3,2.0,1.0,279778,False,True,1,0,0,0
127,110.0,2,2.0,1.0,135000,True,False,1,0,0,0
128,90.0,3,2.0,1.0,195000,False,False,1,0,0,0
129,60.0,2,1.0,1.0,126900,True,False,1,0,0,0
131,80.0,3,1.0,1.0,145000,False,False,1,0,0,0
132,73.0,2,1.0,1.0,127500,False,False,1,0,0,0
133,122.0,3,2.0,1.0,179000,False,False,1,0,0,0
134,98.0,3,2.0,1.0,266122,False,False,1,0,0,0
135,97.0,3,2.0,1.0,261989,False,False,1,0,0,0
136,111.0,3,2.0,1.0,297621,False,False,0,0,0,1
137,99.0,3,2.0,1.0,251569,False,False,1,0,0,0
138,77.0,3,1.0,1.0,113500,True,False,1,0,0,0
139,85.0,3,1.0,1.0,138000,False,False,1,0,0,0
140,90.0,3,2.0,1.0,225000,False,False,1,0,0,0
141,133.0,2,1.0,1.0,264000,False,False,1,0,0,0
142,60.0,3,1.0,1.0,98260,False,False,1,0,0,0
143,133.0,3,3.0,1.0,275000,False,False,1,0,0,0
144,85.0,2,1.0,1.0,124000,False,False,1,0,0,0
145,59.0,2,2.0,1.0,164513,False,True,1,0,0,0
146,59.0,2,2.0,1.0,164416,False,True,1,0,0,0
147,58.0,2,2.0,1.0,165435,False,True,1,0,0,0
148,79.0,3,2.0,1.0,202629,False,True,1,0,0,0
149,60.0,2,2.0,1.0,164242,False,True,1,0,0,0
150,121.0,3,2.0,1.0,260000,False,False,1,0,0,0
151,126.0,3,2.0,1.0,294900,False,True,1,0,0,0
152,134.0,4,2.0,1.0,319900,False,True,1,0,0,0
153,111.0,3,2.0,1.0,259900,False,True,1,0,0,0
154,122.0,3,2.0,1.0,285900,False,True,1,0,0,0
155,125.0,3,2.0,1.0,289900,False,True,1,0,0,0
156,102.0,2,2.0,1.0,249900,False,True,1,0,0,0
157,104.0,3,2.0,1.0,273352,False,False,1,0,0,0
158,66.0,3,1.0,1.0,104900,False,False,1,0,0,0
159,95.0,2,1.0,1.0,155000,False,False,1,0,0,0
160,74.0,3,1.0,1.0,100000,False,False,1,0,0,0
161,97.0,2,1.0,1.0,210000,False,False,1,0,0,0
162,90.0,2,2.0,1.0,240000,False,False,0,0,0,1
163,130.0,4,2.0,1.0,257000,False,False,1,0,0,0
164,49.0,2,1.0,1.0,84000,False,False,1,0,0,0
165,151.0,3,2.0,1.0,314000,False,False,1,0,0,0
166,69.0,3,1.0,1.0,107000,False,False,1,0,0,0
167,170.0,3,2.0,1.0,325000,False,False,0,0,0,1
169,98.0,3,2.0,1.0,284900,False,False,1,0,0,0
170,50.0,1,1.0,1.0,135000,False,False,1,0,0,0
171,136.0,3,2.0,1.0,230000,False,False,0,0,0,1
172,80.0,3,1.0,1.0,163000,False,False,1,0,0,0
173,95.0,3,1.0,1.0,185000,False,False,1,0,0,0
174,56.0,3,1.0,1.0,80000,True,False,1,0,0,0
175,43.0,1,1.0,1.0,84000,False,False,1,0,0,0
176,72.0,3,1.0,1.0,119900,True,False,1,0,0,0
177,100.0,4,2.0,1.0,154900,False,False,1,0,0,0
178,70.0,3,1.0,1.0,119900,True,False,1,0,0,0
179,60.0,2,1.0,1.0,79900,False,False,1,0,0,0
180,60.0,2,1.0,1.0,79900,False,False,1,0,0,0
181,91.0,3,2.0,1.0,129900,False,False,1,0,0,0
182,74.0,3,1.0,1.0,99900,True,False,1,0,0,0
183,110.0,3,2.0,1.0,275000,False,False,1,0,0,0
184,83.0,3,1.0,1.0,91500,False,False,1,0,0,0
185,25.0,0,1.0,1.0,129000,False,False,0,0,0,0
186,65.0,2,1.0,1.0,86860,True,False,1,0,0,0
187,58.0,3,1.0,1.0,105000,False,False,1,0,0,0
189,82.0,3,1.0,1.0,120000,False,False,1,0,0,0
190,83.0,3,1.0,1.0,135000,False,False,1,0,0,0
191,90.0,2,1.0,1.0,212000,False,False,1,0,0,0
192,95.0,2,2.0,1.0,184000,False,False,1,0,0,0
193,89.0,3,1.0,1.0,160000,False,False,1,0,0,0
194,178.0,4,2.0,1.0,299990,False,False,1,0,0,0
195,59.0,2,1.0,1.0,117000,False,False,1,0,0,0
196,100.0,4,1.0,1.0,165000,False,False,1,0,0,0
197,68.0,3,1.0,1.0,95000,True,False,1,0,0,0
198,50.0,2,1.0,1.0,106000,False,False,1,0,0,0
199,114.0,4,2.0,1.0,229000,False,False,1,0,0,0
200,81.0,3,2.0,1.0,155000,False,False,1,0,0,0
201,91.0,2,2.0,1.0,228208,False,False,1,0,0,0
202,95.0,3,1.0,1.0,100000,True,False,1,0,0,0
203,80.0,3,1.0,1.0,140000,False,False,1,0,0,0
204,60.0,2,1.0,1.0,105000,False,False,1,0,0,0
205,80.0,3,1.0,1.0,165000,False,False,1,0,0,0
206,60.0,2,1.0,1.0,73000,False,False,1,0,0,0
207,50.0,1,1.0,1.0,159000,False,False,1,0,0,0
208,136.0,3,1.0,1.0,135990,False,False,1,0,0,0
209,96.0,2,2.0,1.0,210000,False,False,1,0,0,0
210,71.0,2,2.0,1.0,198000,False,False,1,0,0,0
211,74.0,2,1.0,1.0,139900,False,False,1,0,0,0
212,65.0,2,1.0,1.0,110000,False,False,1,0,0,0
213,93.0,3,1.0,1.0,160000,True,False,1,0,0,0
214,75.0,3,1.0,1.0,103000,False,False,1,0,0,0
215,63.0,3,1.0,1.0,100000,True,False,1,0,0,0
216,65.0,3,1.0,1.0,90000,False,False,1,0,0,0
218,63.0,2,1.0,1.0,82260,False,False,1,0,0,0
219,72.0,3,1.0,1.0,139400,False,False,1,0,0,0
220,100.0,2,2.0,1.0,154900,False,False,1,0,0,0
221,90.0,3,2.0,1.0,155000,False,False,1,0,0,0
222,66.0,3,1.0,1.0,88000,False,False,1,0,0,0
223,102.0,3,2.0,1.0,225000,False,False,1,0,0,0
224,105.0,2,1.0,1.0,189000,False,False,1,0,0,0
225,95.0,4,1.0,1.0,138000,False,False,1,0,0,0
226,120.0,3,1.0,1.0,195000,False,False,1,0,0,0
227,90.0,3,2.0,1.0,222000,False,False,1,0,0,0
228,64.0,3,1.0,1.0,80500,True,False,1,0,0,0
229,80.0,3,1.0,1.0,182000,False,False,1,0,0,0
230,120.0,3,2.0,1.0,295000,False,False,1,0,0,0
231,82.0,2,2.0,1.0,270000,False,False,1,0,0,0
232,81.0,3,1.0,1.0,116100,False,False,1,0,0,0
233,103.0,3,2.0,1.0,250000,False,False,1,0,0,0
234,63.0,3,1.0,1.0,79900,False,False,1,0,0,0
235,70.0,3,1.0,1.0,99000,False,False,1,0,0,0
236,60.0,3,1.0,1.0,74550,True,False,1,0,0,0
237,45.0,2,1.0,1.0,105000,False,False,1,0,0,0
238,95.0,3,1.0,1.0,130000,False,False,1,0,0,0
239,70.0,3,1.0,1.0,120000,True,False,1,0,0,0
240,71.0,3,1.0,1.0,149000,False,False,1,0,0,0
241,70.0,3,1.0,1.0,135000,True,False,1,0,0,0
242,98.0,4,2.0,1.0,230000,False,False,1,0,0,0
243,55.0,3,1.0,1.0,91000,False,False,1,0,0,0
244,115.0,4,1.0,1.0,184900,False,False,1,0,0,0
246,68.0,3,1.0,1.0,83900,False,False,1,0,0,0
247,120.0,3,1.0,1.0,180000,False,False,1,0,0,0
248,64.0,3,1.0,1.0,76000,True,False,1,0,0,0
249,92.0,4,1.0,1.0,163000,False,False,1,0,0,0
250,154.0,3,2.0,1.0,280000,False,False,1,0,0,0
251,105.0,3,2.0,1.0,180000,False,False,1,0,0,0
252,70.0,2,1.0,1.0,128000,False,False,1,0,0,0
253,93.0,3,1.0,1.0,166200,False,False,1,0,0,0
255,86.0,3,1.0,1.0,129000,False,False,1,0,0,0
256,75.0,3,2.0,1.0,132000,False,False,1,0,0,0
257,85.0,3,1.0,1.0,135000,False,False,1,0,0,0
258,65.0,2,1.0,1.0,99000,False,False,1,0,0,0
260,68.0,3,1.0,1.0,88000,False,False,1,0,0,0
261,75.0,3,1.0,1.0,110000,False,False,1,0,0,0
262,83.0,2,1.0,1.0,146000,False,False,1,0,0,0
263,95.0,3,1.0,1.0,112000,True,False,1,0,0,0
264,30.0,1,1.0,1.0,59000,False,False,1,0,0,0
265,53.0,1,1.0,1.0,146000,False,False,1,0,0,0
266,125.0,3,3.0,1.0,275000,False,False,0,0,0,1
267,153.0,4,2.0,1.0,178000,False,False,1,0,0,0
268,86.0,3,1.0,1.0,129000,False,False,1,0,0,0
269,66.0,2,1.0,1.0,96000,False,False,1,0,0,0
270,63.0,3,1.0,1.0,82000,False,False,1,0,0,0
272,95.0,3,1.0,1.0,199000,False,False,1,0,0,0
273,65.0,2,1.0,1.0,232000,False,False,1,0,0,0
274,69.0,2,1.0,1.0,240000,False,False,1,0,0,0
275,115.0,4,2.0,1.0,330000,False,False,1,0,0,0
277,90.0,3,2.0,1.0,172000,False,False,1,0,0,0
278,60.0,3,1.0,1.0,82260,False,False,1,0,0,0
279,65.0,2,1.0,1.0,109000,False,False,1,0,0,0
280,115.0,4,1.0,1.0,133000,False,False,1,0,0,0
281,83.0,3,2.0,1.0,111000,True,False,1,0,0,0
282,55.0,2,1.0,1.0,110000,False,False,1,0,0,0
283,80.0,2,2.0,1.0,179990,False,False,1,0,0,0
284,68.0,3,1.0,1.0,156000,False,False,1,0,0,0
285,89.0,2,2.0,1.0,228000,False,False,1,0,0,0
286,61.0,3,1.0,1.0,89000,False,False,1,0,0,0
288,68.0,3,1.0,1.0,94000,False,False,1,0,0,0
289,92.0,3,2.0,1.0,175000,False,False,1,0,0,0
290,70.0,3,1.0,1.0,90000,False,False,1,0,0,0
291,63.0,3,1.0,1.0,167000,False,False,1,0,0,0
292,57.0,3,1.0,1.0,96000,False,False,1,0,0,0
293,63.0,3,1.0,1.0,84000,False,False,1,0,0,0
294,52.0,2,1.0,1.0,101000,True,False,1,0,0,0
295,125.0,3,2.0,1.0,210000,False,False,1,0,0,0
296,125.0,3,3.0,1.0,275000,False,False,0,0,1,0
299,80.0,3,1.0,1.0,95000,False,False,1,0,0,0
300,66.0,3,1.0,1.0,93000,False,False,1,0,0,0
301,95.0,2,2.0,1.0,154500,False,False,1,0,0,0
302,61.0,3,1.0,1.0,100000,False,False,1,0,0,0
304,85.0,3,1.0,1.0,154900,False,False,1,0,0,0
305,80.0,2,1.0,1.0,115000,False,False,1,0,0,0
306,55.0,2,1.0,1.0,96000,False,False,1,0,0,0
307,60.0,0,1.0,1.0,85000,False,False,0,0,0,0
308,60.0,2,1.0,1.0,95000,False,False,1,0,0,0
309,55.0,3,1.0,1.0,78000,False,False,1,0,0,0
310,93.0,3,1.0,1.0,128500,False,False,1,0,0,0
311,55.0,2,1.0,1.0,95000,False,False,1,0,0,0
312,82.0,3,1.0,1.0,83900,False,False,1,0,0,0
313,53.0,2,1.0,1.0,96000,False,False,1,0,0,0
315,58.0,2,1.0,1.0,118000,False,False,1,0,0,0
316,70.0,2,1.0,1.0,202000,False,False,1,0,0,0
317,47.0,1,1.0,1.0,144000,False,False,1,0,0,0
318,64.0,2,1.0,1.0,98968,False,False,1,0,0,0
319,50.0,2,1.0,1.0,105000,False,False,1,0,0,0
320,103.0,3,2.0,1.0,265000,False,False,0,0,1,0
321,90.0,3,2.0,1.0,290000,False,False,1,0,0,0
322,66.0,2,1.0,1.0,90000,False,False,1,0,0,0
323,70.0,2,1.0,1.0,75000,False,False,1,0,0,0
324,60.0,2,1.0,1.0,125000,False,False,1,0,0,0
325,101.0,2,2.0,1.0,255000,False,False,1,0,0,0
327,55.0,2,1.0,1.0,96600,True,False,1,0,0,0
328,77.0,3,1.0,1.0,119000,False,False,1,0,0,0
329,56.0,3,1.0,1.0,100000,False,False,1,0,0,0
331,72.0,3,1.0,1.0,95000,True,False,1,0,0,0
332,70.0,3,1.0,1.0,135000,False,False,1,0,0,0
333,75.0,2,2.0,1.0,195000,False,False,1,0,0,0
334,120.0,3,1.0,1.0,195000,False,False,1,0,0,0
335,91.0,2,2.0,1.0,215000,False,False,1,0,0,0
336,95.0,2,1.0,1.0,122000,False,False,1,0,0,0
337,61.0,3,1.0,1.0,125000,False,False,1,0,0,0
338,73.0,2,1.0,1.0,120000,False,False,1,0,0,0
339,66.0,3,1.0,1.0,93000,True,False,1,0,0,0
340,68.0,2,1.0,1.0,125000,False,False,1,0,0,0
341,70.0,3,1.0,1.0,104840,False,False,1,0,0,0
343,54.0,3,1.0,1.0,71000,True,False,1,0,0,0
344,56.0,3,1.0,1.0,105000,False,False,1,0,0,0
345,100.0,4,1.0,1.0,165000,False,False,1,0,0,0
346,125.0,4,2.0,1.0,173000,False,False,1,0,0,0
347,54.0,3,1.0,1.0,71000,True,False,1,0,0,0
348,130.0,4,2.0,1.0,168000,False,False,1,0,0,0
349,68.0,2,1.0,1.0,99900,False,False,1,0,0,0
350,85.0,3,1.0,1.0,128000,True,False,1,0,0,0
351,75.0,3,1.0,1.0,120000,False,False,1,0,0,0
352,80.0,2,1.0,1.0,95000,False,False,1,0,0,0
354,69.0,4,1.0,1.0,85900,False,False,1,0,0,0
355,115.0,4,1.0,1.0,184900,False,False,1,0,0,0
356,70.0,3,1.0,1.0,142500,False,False,1,0,0,0
357,56.0,2,1.0,1.0,109000,False,False,1,0,0,0
358,90.0,2,1.0,1.0,140000,False,False,1,0,0,0
360,71.0,2,1.0,1.0,120000,False,False,1,0,0,0
361,76.0,3,1.0,1.0,110000,False,False,1,0,0,0
362,114.0,4,2.0,1.0,299000,False,False,1,0,0,0
363,90.0,3,2.0,1.0,180000,False,False,1,0,0,0
364,70.0,3,1.0,1.0,85000,True,False,1,0,0,0
365,80.0,3,1.0,1.0,100000,True,False,1,0,0,0
366,96.0,4,2.0,1.0,170000,True,False,1,0,0,0
367,50.0,1,1.0,1.0,125000,False,False,1,0,0,0
368,85.0,3,2.0,1.0,230000,False,False,1,0,0,0
369,90.0,3,2.0,1.0,300000,False,False,1,0,0,0
370,60.0,3,1.0,1.0,120000,False,False,1,0,0,0
371,90.0,2,2.0,1.0,240000,False,False,0,0,0,1
372,60.0,3,1.0,1.0,140000,False,False,1,0,0,0
373,105.0,3,2.0,1.0,135000,False,False,1,0,0,0
374,140.0,3,3.0,1.0,340000,True,False,0,0,1,0
375,112.0,3,2.0,1.0,230000,False,False,1,0,0,0
376,60.0,3,1.0,1.0,145000,False,False,1,0,0,0
377,62.0,2,1.0,1.0,142450,True,False,1,0,0,0
378,240.0,4,3.0,3.0,580000,False,False,0,1,0,0
379,81.0,3,1.0,1.0,160000,False,False,1,0,0,0
380,75.0,3,1.0,1.0,180000,False,False,1,0,0,0
381,72.0,3,1.0,1.0,130000,False,False,1,0,0,0
382,95.0,2,2.0,1.0,250000,False,False,1,0,0,0
383,49.0,1,1.0,1.0,190000,False,False,1,0,0,0
384,90.0,3,1.0,1.0,169000,False,False,1,0,0,0
385,78.0,2,1.0,1.0,168000,False,False,1,0,0,0
386,100.0,3,1.0,1.0,210000,False,False,1,0,0,0
387,70.0,3,1.0,1.0,95000,False,False,1,0,0,0
388,52.0,2,1.0,1.0,74800,True,False,1,0,0,0
389,56.0,3,1.0,1.0,78000,True,False,1,0,0,0
390,110.0,3,2.0,1.0,189000,False,False,1,0,0,0
391,115.0,3,3.0,1.0,245000,False,False,0,0,1,0
392,70.0,3,1.0,1.0,97000,False,False,1,0,0,0
393,75.0,3,1.0,1.0,155000,False,False,1,0,0,0
394,116.0,4,2.0,1.0,170000,True,False,1,0,0,0
395,48.0,2,1.0,1.0,120000,False,False,1,0,0,0
396,80.0,3,1.0,1.0,125000,True,False,1,0,0,0
397,81.0,3,1.0,1.0,139500,False,False,1,0,0,0
398,95.0,4,2.0,1.0,198000,True,False,1,0,0,0
399,60.0,4,1.0,1.0,75000,True,False,1,0,0,0
400,50.0,2,1.0,1.0,123000,False,False,1,0,0,0
401,50.0,1,1.0,1.0,148000,False,False,1,0,0,0
402,242.0,4,3.0,4.0,380000,False,False,0,1,0,0
403,166.0,3,1.0,1.0,300000,True,False,0,1,0,0
404,50.0,2,1.0,1.0,140000,False,False,1,0,0,0
405,94.0,4,1.0,1.0,190000,False,False,1,0,0,0
406,80.0,3,1.0,1.0,150000,False,False,1,0,0,0
407,65.0,2,1.0,1.0,110000,False,False,1,0,0,0
408,105.0,3,2.0,1.0,190000,False,False,1,0,0,0
409,100.0,3,1.0,1.0,142000,False,False,1,0,0,0
410,64.0,3,1.0,1.0,95000,False,False,1,0,0,0
411,85.0,2,2.0,1.0,229000,False,False,1,0,0,0
412,72.0,3,1.0,1.0,140000,False,False,1,0,0,0
413,92.0,3,1.0,1.0,119000,False,False,1,0,0,0
414,106.0,3,1.0,1.0,145000,False,False,1,0,0,0
415,67.0,2,1.0,1.0,115000,False,False,1,0,0,0
416,60.0,2,1.0,1.0,150000,False,False,1,0,0,0
417,71.0,2,1.0,1.0,202000,False,False,1,0,0,0
418,48.0,1,1.0,1.0,144000,False,False,1,0,0,0
419,60.0,2,1.0,1.0,120000,False,False,1,0,0,0
420,60.0,3,1.0,1.0,105000,False,False,1,0,0,0
421,61.0,3,1.0,1.0,108000,False,False,1,0,0,0
422,115.0,3,1.0,1.0,147000,False,False,1,0,0,0
423,55.0,2,1.0,1.0,95000,False,False,1,0,0,0
424,65.0,3,1.0,1.0,99500,True,False,1,0,0,0
425,118.0,3,2.0,1.0,179000,False,False,0,0,1,0
426,54.0,3,1.0,1.0,91958,False,False,1,0,0,0
427,80.0,3,1.0,1.0,100000,True,False,1,0,0,0
428,147.0,4,2.0,1.0,340000,False,False,0,0,1,0
429,81.0,3,1.0,1.0,139500,False,False,1,0,0,0
430,108.0,4,2.0,1.0,156000,False,False,1,0,0,0
431,133.0,4,2.0,1.0,280000,False,False,1,0,0,0
432,90.0,3,2.0,1.0,139000,False,False,1,0,0,0
433,63.0,2,1.0,1.0,102000,True,False,1,0,0,0
434,95.0,2,1.0,1.0,154500,False,False,1,0,0,0
435,76.0,2,1.0,1.0,109492,False,False,1,0,0,0
436,115.0,3,1.0,1.0,148000,False,False,1,0,0,0
437,70.0,3,1.0,1.0,95000,False,False,1,0,0,0
438,71.0,3,1.0,1.0,100000,False,False,1,0,0,0
439,70.0,3,1.0,1.0,97000,False,False,1,0,0,0
440,100.0,3,2.0,1.0,179000,False,False,1,0,0,0
441,63.0,3,1.0,1.0,119000,False,False,1,0,0,0
442,60.0,2,1.0,1.0,95000,False,False,1,0,0,0
443,105.0,3,2.0,1.0,260000,False,False,1,0,0,0
444,93.0,2,2.0,1.0,210000,False,False,1,0,0,0
445,80.0,2,2.0,1.0,250000,False,False,1,0,0,0
446,54.0,2,1.0,1.0,148000,False,False,1,0,0,0
447,64.0,2,1.0,1.0,99000,False,False,1,0,0,0
448,68.0,3,1.0,1.0,88000,True,False,1,0,0,0
449,75.0,3,1.0,1.0,120000,False,False,1,0,0,0
450,100.0,3,2.0,1.0,299995,False,False,1,0,0,0
451,62.0,2,2.0,1.0,148000,False,False,1,0,0,0
452,78.0,3,1.0,1.0,127000,False,False,1,0,0,0
453,83.0,3,1.0,1.0,155000,False,False,1,0,0,0
454,68.0,3,1.0,1.0,97000,False,False,1,0,0,0
456,66.0,2,1.0,1.0,95000,True,False,1,0,0,0
457,65.0,3,1.0,1.0,110000,True,False,1,0,0,0
458,65.0,2,1.0,1.0,125000,False,False,1,0,0,0
459,70.0,2,2.0,1.0,196000,False,False,1,0,0,0
460,49.0,2,1.0,1.0,120000,False,False,1,0,0,0
461,100.0,3,2.0,1.0,210000,False,False,1,0,0,0
462,90.0,4,2.0,1.0,230000,False,False,1,0,0,0
463,65.0,3,1.0,1.0,107583,False,False,1,0,0,0
464,68.0,2,1.0,1.0,120000,False,False,1,0,0,0
465,90.0,3,1.0,1.0,140000,True,False,1,0,0,0
466,55.0,2,1.0,1.0,135000,False,False,1,0,0,0
467,70.0,2,1.0,1.0,126000,False,False,1,0,0,0
468,123.0,4,2.0,1.0,220000,False,False,1,0,0,0
469,74.0,2,2.0,1.0,198000,False,False,1,0,0,0
470,64.0,2,1.0,1.0,150000,False,False,1,0,0,0
471,80.0,3,2.0,1.0,160000,False,False,0,0,1,0
472,113.0,3,2.0,1.0,359900,False,False,1,0,0,0
473,89.0,3,2.0,1.0,174000,False,False,1,0,0,0
